split_col	model	train_n	valid_n	test_n	train_pos_rate	valid_pos_rate	test_pos_rate	valid_threshold_mcc	auprc	auroc	mcc	macro_f1	balanced_accuracy	brier	ece	precision_at_50	auprc_ci_low	auprc_ci_high
S7_temporal_prospective_split	sequence_random_forest	2795	594	435	0.7059033989266548	0.6767676767676768	0.6229885057471264	0.6789200576902278	0.8680583815647765	0.7859103591035911	0.35312180950439737	0.6518136857338231	0.6804743047430475	0.1840169946118601	0.07797841673027114	0.98	0.8266026661251277	0.8953286867110942
S7_temporal_prospective_split	ptm_delta_only	2795	594	435	0.7059033989266548	0.6767676767676768	0.6229885057471264	0.45790748179350294	0.6290692087749672	0.5101251012510125	0.020930744439698768	0.5048845350925931	0.5107888578885789	0.2766655148287225	0.19821834016561857	0.54	0.5653769215090512	0.6846609196198186
S7_temporal_prospective_split	counterfactual_no_ptmchem_logistic	2795	594	435	0.7059033989266548	0.6767676767676768	0.6229885057471264	0.9720473220043141	0.8163434512529926	0.7259697596975969	0.2849146731466038	0.53307962529274	0.6214449644496445	0.25672468527012665	0.21905483967042433	0.88	0.7684359603040055	0.8636114058556297
S7_temporal_prospective_split	counterfactual_logistic	2795	594	435	0.7059033989266548	0.6767676767676768	0.6229885057471264	0.969284375707694	0.815797534940329	0.7280622806228062	0.2913876564023919	0.5384765286679369	0.6251350013500135	0.25572369528487776	0.2183764442255791	0.88	0.7562408771754696	0.8573144786645697
S7_temporal_prospective_split	counterfactual_mlp	2795	594	435	0.7059033989266548	0.6767676767676768	0.6229885057471264	0.993583083152771	0.839824057554444	0.7319548195481955	0.3048424663482647	0.51054582358911	0.6188011880118801	0.24649351892629504	0.20131413093928638	1.0	0.8098792041225868	0.8737675875647867
S8_topology_shielded_split	class_prior	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.732162868883078	0.581151832460733	0.5	0.0	0.3675496688741722	0.5	0.266218713209616	0.15101103642234504	0.6	0.5422774869109948	0.6212914485165794
S8_topology_shielded_split	source_assay_only	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.422602494116656	0.6150616387235589	0.506224974974975	0.1283917473593858	0.44089938771075404	0.5275713213213213	0.2539352688157978	0.11233247554753448	0.7	0.5678665858796492	0.667153325920478
S8_topology_shielded_split	topology_only	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.640454466578396	0.6657867883376622	0.5490365365365365	0.15547009102922132	0.5139705721252109	0.5686561561561562	0.26192781826003003	0.13844120669180512	0.86	0.621933609237343	0.7075014410803656
S8_topology_shielded_split	motif_only	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.42187998355601913	0.6565824296466815	0.5810247747747748	0.15481506810616086	0.5697252747252748	0.5782657657657657	0.2737178543222507	0.18086006149625594	0.76	0.5988083357325968	0.7107812637867359
S8_topology_shielded_split	sequence_logistic	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.9972791075110352	0.6719158461160415	0.5808933933933934	0.15612186116673502	0.3799921306315168	0.5357920420420421	0.3418845092981609	0.2927165412554213	0.72	0.6113851542769178	0.7240999168741176
S8_topology_shielded_split	sequence_random_forest	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.7401654100703029	0.766947623550066	0.656106106106106	0.305830176838124	0.4989610104630402	0.6039414414414415	0.23086120855634457	0.1032086736332765	0.96	0.7263079738871796	0.8049178426820991
S8_topology_shielded_split	ptm_delta_only	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.4495741353624741	0.6243982249659248	0.5704767267267268	0.18314747288569994	0.5883620689655172	0.5927927927927927	0.2620273429515964	0.15867289668285742	0.66	0.5668305195898434	0.6762636075196606
S8_topology_shielded_split	counterfactual_no_ptmchem_logistic	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.8136611176112323	0.6806600679516752	0.611498998998999	0.15569980831425895	0.5455514216159111	0.5750375375375376	0.33729372252735296	0.30301742056616227	0.76	0.6320097098896541	0.7407930959156628
S8_topology_shielded_split	counterfactual_logistic	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.8134150471120181	0.6805972316832276	0.6113988988988989	0.15569980831425895	0.5455514216159111	0.5750375375375376	0.3373742357611141	0.3010094967539442	0.76	0.6260873316173353	0.7442305935417417
S8_topology_shielded_split	counterfactual_mlp	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.22015542715787886	0.6893750135009027	0.6296296296296297	0.13202862962723014	0.5248756218905473	0.5511824324324325	0.2981066924231251	0.2448941790230611	0.78	0.6335938083248963	0.7565206685739597
S8_topology_shielded_split	counterfactual_shuffled_labels	2677	574	573	0.732162868883078	0.6149825783972126	0.581151832460733	0.35563620545393065	0.6224293609558306	0.5532657657657658	0.12053394700898623	0.542943823288792	0.5532282282282281	0.3036252172756032	0.23226070688509487	0.7	0.5713498064968966	0.6882018180616909
S9_full_shield_split	class_prior	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.6709002614867389	0.7591623036649214	0.5	0.0	0.43154761904761907	0.5	0.1906250884485543	0.08826204217818279	0.66	0.725043630017452	0.7945462478184991
